id,probe,fixture,mime_types,ground_truth_extensions,ground_truth_filenames,review_status,format_validity,validator,identifiability,reproduction_method,declared_reproduction_tier,disk_sha_consistency,reproduction_verified,pinned_source_sha_verified,source_manifest_status,sha256,sha256_on_disk,evidence_status
sample-mol,.mol,tests/fixtures/sample.mol,text/plain,.mol,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/scientific/sample.mol,exact-byte,SHA256 match,not-executed,True,excluded,51e7cdc1d1322f919b23a14ad324c49771d335de1b5332f3e83f35dfc0f55f39,51e7cdc1d1322f919b23a14ad324c49771d335de1b5332f3e83f35dfc0f55f39,missing
sample-mol2,.mol2,tests/fixtures/sample.mol2,text/plain,.mol2,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/scientific/sample.mol2,exact-byte,SHA256 match,not-executed,True,excluded,23d36f0c0d81ad747ff535a9b758630ad8d58ec6a2147a89fe6329d44e1f8832,23d36f0c0d81ad747ff535a9b758630ad8d58ec6a2147a89fe6329d44e1f8832,missing
sample-mpeg,.mpeg,tests/fixtures/sample.mpeg,video/mpeg,.mpeg,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/video/sample.mpeg,exact-byte,SHA256 match,not-executed,True,excluded,e98fdee9f7b4662c0904386b51b374aa15a656f8c8ef58391e870aa0b93ad2ec,e98fdee9f7b4662c0904386b51b374aa15a656f8c8ef58391e870aa0b93ad2ec,missing
sample-mpg,.mpg,tests/fixtures/sample.mpg,video/mpeg,.mpg,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/video/sample.mpg,exact-byte,SHA256 match,not-executed,True,excluded,1fe7f4e951fdc118ba7b77ec3058f82930b3f20a10ad64d950bc449878a4d298,1fe7f4e951fdc118ba7b77ec3058f82930b3f20a10ad64d950bc449878a4d298,missing
sample-msg,.msg,tests/fixtures/sample.msg,application/cdfv2,.msg,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/email/sample.msg,exact-byte,SHA256 match,not-executed,True,excluded,a899fb4496afa7230c378d5be03cf3461990994993110fd2dad3257111081275,a899fb4496afa7230c378d5be03cf3461990994993110fd2dad3257111081275,missing
sample-msgpack,.msgpack,tests/fixtures/sample.msgpack,text/plain,.msgpack,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/databases/sample.msgpack,exact-byte,SHA256 match,not-executed,True,excluded,aa511bb9ce9ada7ee01982dc2082932d9a81483e405f7efa281de19e4d7f6eec,aa511bb9ce9ada7ee01982dc2082932d9a81483e405f7efa281de19e4d7f6eec,missing
sample-msix,.msix,tests/fixtures/sample.msix,application/zip,.msix,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/archives/sample.msix,exact-byte,SHA256 match,not-executed,True,excluded,12d36f75acfa8b9a0efa8375590f045564d1ec5fb4f27ab78aca453dee0c154a,12d36f75acfa8b9a0efa8375590f045564d1ec5fb4f27ab78aca453dee0c154a,missing
sample-mtl,.mtl,tests/fixtures/sample.mtl,text/plain,.mtl,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.mtl,exact-byte,SHA256 match,not-executed,True,excluded,a3e452575507ac3a4c835f69b58a664eb1f571e9b75f544272d11d3a8e231ccf,a3e452575507ac3a4c835f69b58a664eb1f571e9b75f544272d11d3a8e231ccf,missing
sample-nc,.nc,tests/fixtures/sample.nc,application/x-hdf5,.nc,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/scientific/sample.nc,exact-byte,SHA256 match,not-executed,True,excluded,52934aaa3d5f56ef8c50b345e5a8a0887e7e7f44a5696b59d7003f62473c5d81,52934aaa3d5f56ef8c50b345e5a8a0887e7e7f44a5696b59d7003f62473c5d81,missing
sample-ndjson,.ndjson,tests/fixtures/sample.ndjson,application/json,.ndjson,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.ndjson,exact-byte,SHA256 match,not-executed,True,excluded,cce5c89bb3077f9c7a260e230605780056e1d1e7af4748227d44f0dea0f9a5d7,cce5c89bb3077f9c7a260e230605780056e1d1e7af4748227d44f0dea0f9a5d7,missing
sample-nef,.nef,tests/fixtures/sample.nef,image/tiff,.nef,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.nef,exact-byte,SHA256 match,not-executed,True,excluded,9ca86c3feb191f3522e21cb90b99877caffbb37d73d2db0c68401ab939619580,9ca86c3feb191f3522e21cb90b99877caffbb37d73d2db0c68401ab939619580,missing
sample-nginx,.nginx,tests/fixtures/sample.nginx,text/plain,.nginx,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.nginx,exact-byte,SHA256 match,not-executed,True,excluded,4844b3cedf29e5a1f64f7f377c85f738263b21a97a11a602407e2fe09473c6af,4844b3cedf29e5a1f64f7f377c85f738263b21a97a11a602407e2fe09473c6af,missing
sample-nii,.nii,tests/fixtures/sample.nii,application/octet-stream,.nii,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/scientific/sample.nii,exact-byte,SHA256 match,not-executed,True,excluded,67826e80bc0a0c04a81ae21e4b4f75d263549508bd50f2c84a9716748819a544,67826e80bc0a0c04a81ae21e4b4f75d263549508bd50f2c84a9716748819a544,missing
sample-nim,.nim,tests/fixtures/sample.nim,text/plain,.nim,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.nim,exact-byte,SHA256 match,not-executed,True,excluded,d1f9e284cc2572f42a2d4c1fc339c2ec09de19b93763ce2e79fd8a20c06f56e7,d1f9e284cc2572f42a2d4c1fc339c2ec09de19b93763ce2e79fd8a20c06f56e7,missing
sample-nmind,.nmind,tests/fixtures/sample.nmind,application/gzip,.nmind,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,429115af86a2da15bdfd3c28099726516c04496aa2e4e5389c5dc6b0cb723419,429115af86a2da15bdfd3c28099726516c04496aa2e4e5389c5dc6b0cb723419,missing
sample-numbers,.numbers,tests/fixtures/sample.numbers,application/zip,.numbers,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/spreadsheets/sample.numbers,exact-byte,SHA256 match,not-executed,True,excluded,1eb7fb12dcc256dd986916621d917ee27d917ebdbe9f834574819a4077d83643,1eb7fb12dcc256dd986916621d917ee27d917ebdbe9f834574819a4077d83643,missing
sample-nwc,.nwc,tests/fixtures/sample.nwc,application/octet-stream,.nwc,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/cad/sample.nwc,exact-byte,SHA256 match,not-executed,True,excluded,bd273eeef88c27aca43dc6e977e627096c4a96c5d9d1786919d346c353a7de95,bd273eeef88c27aca43dc6e977e627096c4a96c5d9d1786919d346c353a7de95,missing
sample-nwd,.nwd,tests/fixtures/sample.nwd,application/octet-stream,.nwd,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/cad/sample.nwd,exact-byte,SHA256 match,not-executed,True,excluded,17215abacfe4e1f1cb8e20fa68ce8a27dec07f995c152fe633cf5e05c19c7800,17215abacfe4e1f1cb8e20fa68ce8a27dec07f995c152fe633cf5e05c19c7800,missing
sample-odb,.odb,tests/fixtures/sample.odb,application/vnd.oasis.opendocument.database,.odb,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,ed8b448481d55cd91b5135b2af1ce98985c1ce4d9a3b94374314eb9f3cade248,ed8b448481d55cd91b5135b2af1ce98985c1ce4d9a3b94374314eb9f3cade248,missing
sample-off,.off,tests/fixtures/sample.off,text/plain,.off,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.off,exact-byte,SHA256 match,not-executed,True,excluded,5b48b4eda98166424f96d2499b03f940aa05b1d0468a448ea502f6831a608cbc,5b48b4eda98166424f96d2499b03f940aa05b1d0468a448ea502f6831a608cbc,missing
sample-ogv,.ogv,tests/fixtures/sample.ogv,video/ogg,.ogv,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/video/sample.ogv,exact-byte,SHA256 match,not-executed,True,excluded,de6e06608b1f27b65a0bb58b2c201c39a0ffd87306e2d41c7da43da72ef5253e,de6e06608b1f27b65a0bb58b2c201c39a0ffd87306e2d41c7da43da72ef5253e,missing
sample-orc,.orc,tests/fixtures/sample.orc,text/plain,.orc,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/scientific/sample.orc,exact-byte,SHA256 match,not-executed,True,excluded,4fc059832fa0f6828c6a3411d3c2ba8aa849486e8ad4c3ac7e942ebd1e0c71b9,4fc059832fa0f6828c6a3411d3c2ba8aa849486e8ad4c3ac7e942ebd1e0c71b9,missing
sample-orf,.orf,tests/fixtures/sample.orf,image/x-olympus-orf,.orf,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.orf,exact-byte,SHA256 match,not-executed,True,excluded,bac9b9ee151a7c0e2620409f3fea0db026f0dc3bde40b571a2f02b360969659a,bac9b9ee151a7c0e2620409f3fea0db026f0dc3bde40b571a2f02b360969659a,missing
sample-osm,.osm,tests/fixtures/sample.osm,text/xml,.osm,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/gis/sample.osm,exact-byte,SHA256 match,not-executed,True,excluded,b78a4f0dcd664196ba7bf0363cd1cf0c53ab930bf424f9a613a0fddbbb00c12b,b78a4f0dcd664196ba7bf0363cd1cf0c53ab930bf424f9a613a0fddbbb00c12b,missing
sample-oxps,.oxps,tests/fixtures/sample.oxps,application/zip,.oxps,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/documents/sample.oxps,exact-byte,SHA256 match,not-executed,True,excluded,2ae0359cd75c25d6014a7c4e664e0f404e513dc12f14ac3ab8131eff5be19aa8,2ae0359cd75c25d6014a7c4e664e0f404e513dc12f14ac3ab8131eff5be19aa8,missing
sample-pages,.pages,tests/fixtures/sample.pages,application/zip,.pages,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,69f51e591fce17231398f150460713885bbf2df26df34b7e3380577fac5280a6,69f51e591fce17231398f150460713885bbf2df26df34b7e3380577fac5280a6,missing
sample-pbm,.pbm,tests/fixtures/sample.pbm,image/x-portable-bitmap,.pbm,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.pbm,exact-byte,SHA256 match,not-executed,True,excluded,c578c5787a3bbcea3aa0de00cc6af784c0337ae73af4c43738aea45bdcecb27b,c578c5787a3bbcea3aa0de00cc6af784c0337ae73af4c43738aea45bdcecb27b,missing
sample-pcd,.pcd,tests/fixtures/sample.pcd,text/plain,.pcd,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.pcd,exact-byte,SHA256 match,not-executed,True,excluded,18a888207c7dc335e2258907e675fd65520e247effe404ee9f45514f88f5f549,18a888207c7dc335e2258907e675fd65520e247effe404ee9f45514f88f5f549,missing
sample-pcx,.pcx,tests/fixtures/sample.pcx,image/x-pcx,.pcx,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.pcx,exact-byte,SHA256 match,not-executed,True,excluded,01c34c4e6ab040cf88eff8f319c1190f9d1d1bef78cb919662461c19c53a1862,01c34c4e6ab040cf88eff8f319c1190f9d1d1bef78cb919662461c19c53a1862,missing
sample-pdb,.pdb,tests/fixtures/sample.pdb,chemical/x-pdb,.pdb,,excluded,needs_review,pending,ambiguous,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.pdb,exact-byte,SHA256 match,not-executed,True,excluded,7e149a95a9c6981a60b1906450bb44c6173630c2e6ef05d7e9a00421967b6a1c,7e149a95a9c6981a60b1906450bb44c6173630c2e6ef05d7e9a00421967b6a1c,missing
sample-pgm,.pgm,tests/fixtures/sample.pgm,image/x-portable-greymap,.pgm,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.pgm,exact-byte,SHA256 match,not-executed,True,excluded,d094cbb089896fafcb66921361641edc7750c8980e1980034a57b16077e9bfdc,d094cbb089896fafcb66921361641edc7750c8980e1980034a57b16077e9bfdc,missing
sample-pln,.pln,tests/fixtures/sample.pln,application/octet-stream,.pln,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/cad/sample.pln,exact-byte,SHA256 match,not-executed,True,excluded,06093bf050f3c08dfd52f0472e9d68735539860d8e32573b8b9a9ebae8872aea,06093bf050f3c08dfd52f0472e9d68735539860d8e32573b8b9a9ebae8872aea,missing
sample-plt,.plt,tests/fixtures/sample.plt,text/plain,.plt,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/cad/sample.plt,exact-byte,SHA256 match,not-executed,True,excluded,8f7e5c6a154b8b2c0dc39ad1376f7951ac176268614c352bb5839cc405841c17,8f7e5c6a154b8b2c0dc39ad1376f7951ac176268614c352bb5839cc405841c17,missing
sample-ply,.ply,tests/fixtures/sample.ply,text/plain,.ply,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/3d-models/sample.ply,exact-byte,SHA256 match,not-executed,True,excluded,1dc8d0cbd4daa5f7307cd515c3aebfb1fb16c7258ab1993f8dc456c3fa227f64,1dc8d0cbd4daa5f7307cd515c3aebfb1fb16c7258ab1993f8dc456c3fa227f64,missing
sample-pm,.pm,tests/fixtures/sample.pm,text/plain,.pm,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.pm,exact-byte,SHA256 match,not-executed,True,excluded,28c2429c81b69421b681d6f26c280f2a4d3f0d28cc80d0e58a883c6dbeaed8c1,28c2429c81b69421b681d6f26c280f2a4d3f0d28cc80d0e58a883c6dbeaed8c1,missing
sample-pnm,.pnm,tests/fixtures/sample.pnm,image/x-portable-pixmap,.pnm,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.pnm,exact-byte,SHA256 match,not-executed,True,excluded,00791ea2b360cb3baac5a9e41de60789a1203c78024cccc7d2bd5e2fdebb10b0,00791ea2b360cb3baac5a9e41de60789a1203c78024cccc7d2bd5e2fdebb10b0,missing
sample-ppm,.ppm,tests/fixtures/sample.ppm,image/x-portable-pixmap,.ppm,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.ppm,exact-byte,SHA256 match,not-executed,True,excluded,f9748cd8bd7ebecaf9727101a7931535bf09f416c034f12c69bf480537dac895,f9748cd8bd7ebecaf9727101a7931535bf09f416c034f12c69bf480537dac895,missing
sample-properties,.properties,tests/fixtures/sample.properties,text/plain,.properties,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.properties,exact-byte,SHA256 match,not-executed,True,excluded,65d87cfd0d923bbb863f2adb288017dccb252c3abefc046ee8390c6839ca78a5,65d87cfd0d923bbb863f2adb288017dccb252c3abefc046ee8390c6839ca78a5,missing
sample-pug,.pug,tests/fixtures/sample.pug,text/plain,.pug,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.pug,exact-byte,SHA256 match,not-executed,True,excluded,1f533bde43ac1059eb7c89cc484d67544131c2fe3456116dfb73c6a9bba62451,1f533bde43ac1059eb7c89cc484d67544131c2fe3456116dfb73c6a9bba62451,missing
sample-ra,.ra,tests/fixtures/sample.ra,application/vnd.rn-realmedia,.ra,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/audio/sample.ra,exact-byte,SHA256 match,not-executed,True,excluded,58638cd9639f352ebbebc9055dc188a06e5fb2e4e4c2c8d7f7a85dff5e75be9d,58638cd9639f352ebbebc9055dc188a06e5fb2e4e4c2c8d7f7a85dff5e75be9d,missing
sample-raf,.raf,tests/fixtures/sample.raf,image/x-fuji-raf,.raf,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.raf,exact-byte,SHA256 match,not-executed,True,excluded,8b9bfb2f7a7dbeedc0c3aa87b0dad723039b35d34a5c7e181381b360fe759d3d,8b9bfb2f7a7dbeedc0c3aa87b0dad723039b35d34a5c7e181381b360fe759d3d,missing
sample-rake,.rake,tests/fixtures/sample.rake,text/plain,.rake,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.rake,exact-byte,SHA256 match,not-executed,True,excluded,32de87009bf3b4757e2d8456dc789a72264f9bcfd9a34af24231795fa2fd0920,32de87009bf3b4757e2d8456dc789a72264f9bcfd9a34af24231795fa2fd0920,missing
sample-rfa,.rfa,tests/fixtures/sample.rfa,application/cdfv2,.rfa,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/cad/sample.rfa,exact-byte,SHA256 match,not-executed,True,excluded,a899fb4496afa7230c378d5be03cf3461990994993110fd2dad3257111081275,a899fb4496afa7230c378d5be03cf3461990994993110fd2dad3257111081275,missing
sample-rm,.rm,tests/fixtures/sample.rm,application/vnd.rn-realmedia,.rm,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/video/sample.rm,exact-byte,SHA256 match,not-executed,True,excluded,6e52009621cf539626042673faaf71cd13e90c970dc4b6142806369a32e445c4,6e52009621cf539626042673faaf71cd13e90c970dc4b6142806369a32e445c4,missing
sample-rmvb,.rmvb,tests/fixtures/sample.rmvb,application/vnd.rn-realmedia,.rmvb,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/video/sample.rmvb,exact-byte,SHA256 match,not-executed,True,excluded,6e52009621cf539626042673faaf71cd13e90c970dc4b6142806369a32e445c4,6e52009621cf539626042673faaf71cd13e90c970dc4b6142806369a32e445c4,missing
sample-rte,.rte,tests/fixtures/sample.rte,application/cdfv2,.rte,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/cad/sample.rte,exact-byte,SHA256 match,not-executed,True,excluded,a899fb4496afa7230c378d5be03cf3461990994993110fd2dad3257111081275,a899fb4496afa7230c378d5be03cf3461990994993110fd2dad3257111081275,missing
sample-rvt,.rvt,tests/fixtures/sample.rvt,application/cdfv2,.rvt,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/cad/sample.rvt,exact-byte,SHA256 match,not-executed,True,excluded,a899fb4496afa7230c378d5be03cf3461990994993110fd2dad3257111081275,a899fb4496afa7230c378d5be03cf3461990994993110fd2dad3257111081275,missing
sample-rw2,.rw2,tests/fixtures/sample.rw2,application/octet-stream,.rw2,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.rw2,exact-byte,SHA256 match,not-executed,True,excluded,13103b805b62ce315ce5ff5e448e10289a6f77efa9495411e8d4b36df5815d32,13103b805b62ce315ce5ff5e448e10289a6f77efa9495411e8d4b36df5815d32,missing
sample-sam,.sam,tests/fixtures/sample.sam,application/x-wine-extension-ini,.sam,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a12c2606451f3cb412de9ff691be90391a42805728771dea498fac2161c9cee1,a12c2606451f3cb412de9ff691be90391a42805728771dea498fac2161c9cee1,missing
sample-sass,.sass,tests/fixtures/sample.sass,text/plain,.sass,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.sass,exact-byte,SHA256 match,not-executed,True,excluded,50c88fcb5d8648f9b185b9c1f6c475843c6c8789b04a4fa5b99b391b3c77e299,50c88fcb5d8648f9b185b9c1f6c475843c6c8789b04a4fa5b99b391b3c77e299,missing
sample-sbt,.sbt,tests/fixtures/sample.sbt,text/plain,.sbt,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.sbt,exact-byte,SHA256 match,not-executed,True,excluded,7fa0f92d17ed3e1e88535273df4b964a36847006ac14f6b35ab728db44944f08,7fa0f92d17ed3e1e88535273df4b964a36847006ac14f6b35ab728db44944f08,missing
sample-sdf,.sdf,tests/fixtures/sample.sdf,application/octet-stream,.sdf,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/databases/sample.sdf,exact-byte,SHA256 match,not-executed,True,excluded,28b8d1e6ada8ea6fcd14f9dca0d623ca8b198a0229529980365406c7bc6f73b2,28b8d1e6ada8ea6fcd14f9dca0d623ca8b198a0229529980365406c7bc6f73b2,missing
sample-sgi,.sgi,tests/fixtures/sample.sgi,application/octet-stream,.sgi,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.sgi,exact-byte,SHA256 match,not-executed,True,excluded,e795405ad2fb8c41868f754512dd116ac1cdf63a9313c8c00f9ce95a8b51a8c4,e795405ad2fb8c41868f754512dd116ac1cdf63a9313c8c00f9ce95a8b51a8c4,missing
sample-sha1,.sha1,tests/fixtures/sample.sha1,text/plain,.sha1,,excluded,needs_review,pending,,generated:scripts.generators; tier=exact-byte,exact-byte,SHA256 match,not-executed,not-applicable,excluded,a399baf2485d798ef790ec3fa756269c8dc3fc66255cb16ff4d49fc344526a61,a399baf2485d798ef790ec3fa756269c8dc3fc66255cb16ff4d49fc344526a61,missing
sample-shp,.shp,tests/fixtures/sample.shp,application/octet-stream,.shp,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/gis/sample.shp,exact-byte,SHA256 match,not-executed,True,excluded,d19f9a5e53c076a24e340e14374ec4f488f138c9d43f828468d3d2c0d2d3f439,d19f9a5e53c076a24e340e14374ec4f488f138c9d43f828468d3d2c0d2d3f439,missing
sample-shx,.shx,tests/fixtures/sample.shx,application/octet-stream,.shx,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/gis/sample.shx,exact-byte,SHA256 match,not-executed,True,excluded,a3f29ef96df0ecf70632c9fe3c33a0e466679f79e8e17a0010f367999cc63ff6,a3f29ef96df0ecf70632c9fe3c33a0e466679f79e8e17a0010f367999cc63ff6,missing
sample-sig,.sig,tests/fixtures/sample.sig,text/plain,.sig,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/code/sample.sig,exact-byte,SHA256 match,not-executed,True,excluded,f66f36625c5ad2a273977d7bab8e391c861250b596fac6be93259c7c756fe438,f66f36625c5ad2a273977d7bab8e391c861250b596fac6be93259c7c756fe438,missing
sample-skp,.skp,tests/fixtures/sample.skp,text/plain,.skp,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/cad/sample.skp,exact-byte,SHA256 match,not-executed,True,excluded,36d5ff7720216cd06b6b9b76fba36976c738c6aa49c9f38a4a5e8e3b3d864d79,36d5ff7720216cd06b6b9b76fba36976c738c6aa49c9f38a4a5e8e3b3d864d79,missing
sample-snd,.snd,tests/fixtures/sample.snd,audio/basic,.snd,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/audio/sample.snd,exact-byte,SHA256 match,not-executed,True,excluded,0d563c0942434a165c2eb3e4ea305829f8f9f3408a0bdd8273dea2c0f8ea145b,0d563c0942434a165c2eb3e4ea305829f8f9f3408a0bdd8273dea2c0f8ea145b,missing
sample-spx,.spx,tests/fixtures/sample.spx,audio/ogg,.spx,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/audio/sample.spx,exact-byte,SHA256 match,not-executed,True,excluded,6c18753bd62a8acf9bc9834918bc281deb82c120218115a84ca79fbd99141bd9,6c18753bd62a8acf9bc9834918bc281deb82c120218115a84ca79fbd99141bd9,missing
sample-sr2,.sr2,tests/fixtures/sample.sr2,image/tiff,.sr2,,excluded,needs_review,pending,,external:https://raw.githubusercontent.com/iamahsanmehmood/sample-files/7354692a691e66380e6572c3a18e20ac99771f7d/images/sample.sr2,exact-byte,SHA256 match,not-executed,True,excluded,9ca86c3feb191f3522e21cb90b99877caffbb37d73d2db0c68401ab939619580,9ca86c3feb191f3522e21cb90b99877caffbb37d73d2db0c68401ab939619580,missing
